x,y,z,temperature,extrusion
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,239.8,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,241.7,-34.0
12818.0,7266.0,2840.0,240.3,-34.0
12818.0,7266.0,2840.0,240.3,-34.0
12818.0,7266.0,2840.0,240.3,-34.0
